,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,MARST,BIRTHYR,DIVINYR,WIDINYR,RACE,RACED,BPL,BPLD,HCOVPRIV,HINSCAID,HINSCARE,EDUC,EDUCD,EMPSTAT,EMPSTATD,LABFORCE,WKSWORK2,UHRSWORK,INCTOT,INCWAGE
1574145,2021,202101,691995,2021001270031,49.0,2021006919951,40026,1,2,46.0,2,56,1,1965,1,1,1,100,26,2600,2,1,1,10,101,1,10,2,6,40,46000,46000
685400,2021,202101,293855,2021000146779,204.0,2021002938551,970112,1,5,194.0,1,4,6,2017,0,0,1,100,12,1200,2,2,1,0,2,0,0,0,0,0,9999999,999999
2471024,2021,202101,1098567,2021000382858,144.0,2021010985671,400142,1,1,144.0,2,64,1,1957,1,1,1,100,42,4200,2,1,1,6,63,3,30,1,0,0,3700,0
1702586,2021,202101,750773,2021000724257,15.0,2021007507731,20029,1,2,18.0,2,58,4,1963,1,1,1,100,29,2900,1,1,2,6,63,3,30,1,0,0,16000,0
1407654,2021,202101,615908,2021001312267,109.0,2021006159081,40024,1,1,109.0,2,53,4,1968,1,1,1,100,51,5100,2,2,1,11,114,1,10,2,6,40,24000,24000
2676714,2021,202101,1191658,2021000894356,16.0,2021011916581,230047,1,2,25.0,1,87,5,1934,1,1,1,100,47,4700,1,1,2,2,25,3,30,1,0,0,23200,0
2385341,2021,202101,1056892,2021001317031,35.0,2021010568921,20040,1,2,47.0,1,20,1,2001,1,1,1,100,40,4000,1,1,1,6,63,1,10,2,6,40,48000,48000
1449421,2021,202101,636317,2021000672586,89.0,2021006363171,490325,1,1,88.0,2,47,4,1974,1,1,1,100,25,2500,2,1,1,10,101,1,10,2,6,50,78000,78000
3198357,2021,202101,1417426,2021000229849,97.0,2021014174261,7020155,1,2,94.0,1,47,1,1974,1,1,1,100,17,1700,2,1,1,6,63,1,10,2,6,50,59000,59000
1652957,2021,202101,727602,2021000558763,137.0,2021007276021,50028,1,2,69.0,2,38,1,1983,1,1,1,100,17,1700,1,2,1,7,71,3,30,1,0,0,6400,0
967919,2021,202101,417844,2021001052582,43.0,2021004178441,30115,1,2,69.0,1,30,6,1991,0,0,1,100,6,600,1,1,1,6,64,1,10,2,6,40,15000,15000
509807,2021,202101,212541,2021001279132,80.0,2021002125411,671106,1,5,70.0,1,9,6,2012,0,0,1,100,6,600,2,1,1,1,17,0,0,0,0,0,9999999,999999
456286,2021,202101,192678,2021001075159,208.0,2021001926781,376706,1,1,207.0,2,37,1,1984,1,1,1,100,200,20000,2,1,1,6,61,1,10,2,6,35,48000,48000
1668782,2021,202101,734460,2021001381667,103.0,2021007344601,190028,1,1,103.0,1,73,1,1948,1,1,1,100,46,4600,1,1,2,10,101,3,30,1,0,0,10400,0
432460,2021,202101,183926,2021000984169,50.0,2021001839261,371606,1,3,71.0,1,39,5,1982,1,1,7,700,6,600,2,2,1,6,63,3,30,1,0,0,7800,0
1302648,2021,202101,569124,2021000310572,109.0,2021005691241,220022,1,1,110.0,1,35,1,1986,1,1,1,100,28,2800,2,1,1,10,101,1,10,2,6,50,90000,90000
833877,2021,202101,358465,2021001225303,78.0,2021003584651,10212,1,1,78.0,2,32,1,1989,1,1,1,100,36,3600,2,1,1,11,115,1,10,2,5,80,60000,60000
1887117,2021,202101,830164,2021001235317,84.0,2021008301641,250034,1,2,50.0,1,30,1,1991,1,1,1,100,34,3400,2,1,1,10,101,3,30,1,3,36,14510,14100
675723,2021,202101,289673,2021000076037,126.0,2021002896731,950912,1,3,168.0,1,49,4,1972,1,1,1,100,39,3900,2,1,1,7,71,1,10,2,3,40,30000,30000
479938,2021,202101,201466,2021001165330,35.0,2021002014661,731106,1,1,34.0,2,36,1,1985,1,1,4,400,500,50040,2,1,1,11,114,2,20,2,2,3,3060,2200
2981309,2021,202101,1320880,2021000740316,66.0,2021013208801,3500849,1,2,73.0,1,30,1,1991,1,1,1,100,49,4900,2,1,1,11,115,1,10,2,6,40,80500,77000
115805,2021,202101,52721,2021001151834,61.0,2021000527211,13104,1,3,77.0,1,5,6,2016,0,0,1,100,16,1600,1,1,1,1,11,0,0,0,0,0,9999999,999999
103210,2021,202101,47532,2021000895663,51.0,2021000475321,20604,1,4,72.0,2,12,6,2009,0,0,1,100,4,400,1,2,1,2,23,0,0,0,0,0,9999999,999999
3228646,2021,202101,1430430,2021000968237,174.0,2021014304301,2000055,1,3,124.0,2,7,6,2014,0,0,1,100,27,2700,2,2,1,1,14,0,0,0,0,0,9999999,999999
2460532,2021,202101,1094079,2021000262614,22.0,2021010940791,380042,1,2,36.0,1,34,1,1987,1,1,1,100,42,4200,2,1,1,6,63,1,10,2,6,40,10000,0
949687,2021,202101,410489,2021001306660,96.0,2021004104891,380013,1,2,92.0,2,59,1,1962,1,1,1,100,18,1800,2,1,1,7,71,1,10,2,6,32,75000,75000
162365,2021,202101,74957,2021010030154,135.0,2021000749571,970206,4,1,135.0,2,18,6,2003,0,0,2,200,6,600,2,1,1,6,65,1,10,2,1,18,1200,1200
2138309,2021,202101,945050,2021000201834,56.0,2021009450501,120737,1,2,57.0,2,30,1,1991,1,1,1,100,54,5400,2,1,1,11,114,1,12,2,4,40,48000,48000
603715,2021,202101,251810,2021010027481,11.0,2021002518101,130009,4,1,11.0,1,53,6,1968,0,0,1,100,9,900,1,2,2,6,63,3,30,1,0,0,14600,0
230152,2021,202101,108856,2021000206827,97.0,2021001088561,670806,1,5,153.0,1,3,6,2018,0,0,2,200,6,600,2,1,1,0,2,0,0,0,0,0,9999999,999999
2546191,2021,202101,1131005,2021001253692,393.0,2021011310051,240142,1,7,555.0,2,5,6,2016,0,0,8,826,42,4200,1,2,1,0,2,0,0,0,0,0,9999999,999999
3090406,2021,202101,1368589,2021001414324,39.0,2021013685891,5115551,1,1,39.0,2,66,1,1955,1,1,2,200,51,5100,1,1,2,7,71,3,30,1,0,0,12300,0
1121205,2021,202101,486696,2021000042501,17.0,2021004866961,140018,1,3,29.0,2,2,6,2019,0,0,1,100,18,1800,1,1,1,0,1,0,0,0,0,0,9999999,999999
2624821,2021,202101,1167493,2021000249469,23.0,2021011674931,50046,1,1,23.0,2,80,1,1941,1,1,1,100,46,4600,2,2,2,6,63,3,30,1,0,0,62500,0
780,2021,202101,781,2021010047819,52.0,2021000007811,160001,4,1,52.0,2,22,6,1999,0,0,2,200,1,100,2,1,1,7,71,1,10,2,6,20,11200,11200
2578269,2021,202101,1146907,2021000124156,75.0,2021011469071,110145,1,3,122.0,2,3,6,2018,0,0,1,100,45,4500,1,2,1,0,2,0,0,0,0,0,9999999,999999
2497306,2021,202101,1109906,2021000686386,137.0,2021011099061,180742,1,2,118.0,2,33,1,1988,1,1,1,100,12,1200,2,1,1,11,114,1,10,2,3,10,57000,0
989746,2021,202101,426827,2021010008310,86.0,2021004268271,350217,4,1,86.0,2,18,6,2003,0,0,1,100,22,2200,2,1,1,6,63,3,30,1,1,99,4500,4500
2912161,2021,202101,1293486,2021001126011,259.0,2021012934861,200648,1,3,287.0,2,23,6,1998,0,0,1,100,48,4800,2,1,1,6,63,3,30,1,0,0,0,0
2384920,2021,202101,1056705,2021001298168,601.0,2021010567051,100640,1,1,601.0,2,27,6,1994,0,0,1,100,40,4000,2,1,1,10,101,1,10,2,4,40,45000,45000
977032,2021,202101,421578,2021000405216,103.0,2021004215781,20016,1,2,133.0,1,63,1,1958,1,1,1,100,421,42100,2,1,1,6,63,3,30,1,0,0,10000,0
2645197,2021,202101,1178079,2021000217938,82.0,2021011780791,50047,1,1,83.0,2,72,4,1949,1,1,1,100,47,4700,1,1,2,10,101,3,30,1,0,0,10100,0
2134891,2021,202101,943559,2021000152183,87.0,2021009435591,40037,1,1,86.0,2,21,1,2000,1,1,1,100,37,3700,1,1,1,6,63,2,20,2,2,40,32500,30000
2078843,2021,202101,916908,2021001120866,46.0,2021009169081,370236,1,5,81.0,1,2,6,2019,0,0,6,664,36,3600,2,1,1,0,1,0,0,0,0,0,9999999,999999
2802521,2021,202101,1250169,2021000501999,117.0,2021012501691,590448,1,1,117.0,2,49,1,1972,1,1,8,826,200,20000,1,1,1,3,30,3,30,1,0,0,0,0
1041927,2021,202101,451549,2021000548599,120.0,2021004515491,310217,1,2,106.0,2,66,6,1955,0,0,1,100,17,1700,2,1,2,6,63,3,30,1,0,0,46000,0
1127036,2021,202101,489136,2021000165663,177.0,2021004891361,10418,1,3,252.0,2,6,6,2015,0,0,1,100,18,1800,2,1,1,1,12,0,0,0,0,0,9999999,999999
3237921,2021,202101,1434433,2021001196473,31.0,2021014344331,130155,1,4,32.0,2,68,6,1953,0,0,1,100,55,5500,1,1,2,6,63,3,30,1,0,0,19000,0
409763,2021,202101,175524,2021000897211,64.0,2021001755241,970306,1,2,54.0,1,58,1,1963,1,1,1,100,6,600,2,1,1,6,63,1,10,2,6,30,12700,0
67730,2021,202101,32920,2021000163195,91.0,2021000329201,50004,1,2,136.0,2,46,4,1975,1,1,1,100,53,5300,2,1,1,7,71,1,10,2,6,25,105000,89000
1588079,2021,202101,699222,2021000042119,697.0,2021006992221,140327,1,4,582.0,1,17,6,2004,0,0,2,200,27,2700,1,2,1,4,40,3,30,1,0,0,12000,0
2847618,2021,202101,1268109,2021000759850,59.0,2021012681091,170048,1,7,95.0,2,4,6,2017,0,0,1,100,48,4800,1,1,1,0,2,0,0,0,0,0,9999999,999999
2442697,2021,202101,1086462,2021000057958,75.0,2021010864621,200342,1,1,75.0,1,78,1,1943,1,1,1,100,42,4200,2,1,2,6,63,3,30,1,0,0,34300,0
2845632,2021,202101,1267339,2021000748467,204.0,2021012673391,690048,1,5,200.0,2,11,6,2010,0,0,8,826,48,4800,1,2,1,1,17,0,0,0,0,0,9999999,999999
2020963,2021,202101,893001,2021000685170,53.0,2021008930011,331136,1,2,51.0,2,56,1,1965,1,1,1,100,36,3600,2,1,1,8,81,1,10,2,1,20,12000,12000
685067,2021,202101,293719,2021000144156,111.0,2021002937191,1030312,1,4,104.0,2,6,6,2015,0,0,7,700,12,1200,2,1,1,1,11,0,0,0,0,0,9999999,999999
2239601,2021,202101,992891,2021000044262,9.0,2021009928911,570039,1,1,8.0,2,77,5,1944,1,1,1,100,39,3900,2,1,2,6,63,1,10,2,6,10,34000,26000
2096599,2021,202101,924162,2021001255472,48.0,2021009241621,410636,1,2,41.0,1,55,6,1966,0,0,2,200,600,60079,1,1,1,10,101,3,30,1,0,0,0,0
291195,2021,202101,131616,2021000442399,69.0,2021001316161,372706,1,1,69.0,2,71,1,1950,1,1,1,100,36,3600,2,1,2,10,101,3,30,1,0,0,67700,0
91898,2021,202101,42896,2021000662033,29.0,2021000428961,30004,1,4,27.0,1,7,6,2014,0,0,7,700,4,400,1,2,1,1,15,0,0,0,0,0,9999999,999999
2783420,2021,202101,1242669,2021000393976,128.0,2021012426691,150248,1,2,122.0,2,39,1,1982,1,1,1,100,48,4800,2,1,1,10,101,3,30,1,4,40,40000,40000
1233416,2021,202101,536775,2021000776867,94.0,2021005367751,90020,1,1,95.0,2,53,1,1968,1,1,1,100,31,3100,2,1,1,6,63,1,10,2,6,50,15300,0
2312077,2021,202101,1024456,2021000937130,108.0,2021010244561,530239,1,2,95.0,2,51,1,1970,1,1,1,100,30,3000,2,1,1,10,101,1,12,2,6,20,5000,5000
3169190,2021,202101,1402735,2021010035692,52.0,2021014027351,50054,3,1,52.0,1,26,2,1995,1,1,1,100,54,5400,1,2,1,6,63,3,30,1,0,0,0,0
3030032,2021,202101,1343359,2021000373494,90.0,2021013433591,5122451,1,1,90.0,2,44,4,1977,1,1,1,100,6,600,2,1,1,10,101,1,10,2,6,40,70000,70000
1150149,2021,202101,498941,2021000675844,91.0,2021004989411,140018,1,1,91.0,1,74,1,1947,1,1,1,100,18,1800,1,1,2,6,63,1,10,2,6,40,47000,28000
1088924,2021,202101,471256,2021001093282,93.0,2021004712561,290117,1,2,97.0,2,72,1,1949,1,1,1,100,17,1700,2,1,2,6,63,3,30,1,0,0,10800,0
959048,2021,202101,414680,2021000160287,28.0,2021004146801,20015,1,1,28.0,2,69,6,1952,0,0,8,821,15,1500,2,1,2,6,65,3,30,1,0,0,15000,0
2510406,2021,202101,1115559,2021000840299,59.0,2021011155591,110042,1,1,59.0,1,57,5,1964,1,1,1,100,42,4200,2,1,1,6,63,1,10,2,6,40,50000,50000
2564083,2021,202101,1139144,2021000408755,46.0,2021011391441,20144,1,2,53.0,2,68,1,1953,1,1,1,100,44,4400,2,1,2,6,63,3,30,1,3,28,42400,33000
2214082,2021,202101,978105,2021001293743,35.0,2021009781051,180337,1,2,36.0,2,69,1,1952,1,1,1,100,17,1700,1,1,2,2,26,1,10,2,6,16,22500,11900
1668506,2021,202101,734332,2021001365107,107.0,2021007343321,110028,1,1,107.0,2,50,6,1971,0,0,2,200,28,2800,1,1,1,5,50,1,10,2,6,28,16000,16000
2624975,2021,202101,1167560,2021000276569,214.0,2021011675601,60046,1,1,214.0,1,44,1,1977,1,1,1,100,19,1900,2,1,1,8,81,1,10,2,6,40,45000,45000
2265507,2021,202101,1004198,2021000366082,23.0,2021010041981,250039,1,1,24.0,1,43,1,1978,1,1,1,100,39,3900,2,1,1,10,101,1,10,2,6,40,85000,85000
2723587,2021,202101,1218990,2021000050634,43.0,2021012189901,590548,1,2,47.0,2,92,1,1929,1,1,1,100,48,4800,2,1,2,6,63,3,30,1,0,0,155000,0
2131680,2021,202101,942204,2021000108072,137.0,2021009422041,120437,1,1,137.0,2,43,4,1978,1,1,1,100,51,5100,2,1,1,7,71,1,10,2,6,40,45000,45000
2036587,2021,202101,899359,2021000801155,20.0,2021008993591,250036,1,1,21.0,1,79,5,1942,1,1,8,802,54,5400,1,1,2,0,2,3,30,1,0,0,24300,0
294958,2021,202101,133043,2021000457546,333.0,2021001330431,711306,1,2,382.0,2,30,1,1991,1,1,1,100,535,53500,2,1,1,8,81,3,30,1,0,0,0,0
2303167,2021,202101,1020574,2021000824831,125.0,2021010205741,460439,1,2,102.0,2,47,1,1974,1,1,1,100,39,3900,2,1,1,10,101,1,10,2,6,55,114000,114000
571163,2021,202101,237846,2021000598217,70.0,2021002378461,100208,1,1,70.0,1,73,5,1948,1,1,1,100,8,800,1,2,2,11,114,3,30,1,0,0,29270,0
2262564,2021,202101,1002917,2021000329538,55.0,2021010029171,460239,1,3,59.0,2,19,6,2002,0,0,1,100,39,3900,2,1,1,7,71,1,10,2,6,25,12000,12000
2256373,2021,202101,1000213,2021000252037,192.0,2021010002131,460139,1,2,344.0,2,15,6,2006,0,0,1,100,39,3900,2,1,1,3,30,0,0,0,0,0,0,999999
339339,2021,202101,149520,2021000629029,37.0,2021001495201,370706,1,2,43.0,2,29,6,1992,0,0,7,700,6,600,2,1,1,6,65,1,10,2,6,40,20000,20000
1544811,2021,202101,679355,2021000831072,37.0,2021006793551,180126,1,1,37.0,1,34,6,1987,0,0,1,100,26,2600,2,1,1,10,101,1,10,2,6,40,75000,75000
1426867,2021,202101,626880,2021000199817,277.0,2021006268801,490125,1,6,325.0,2,8,6,2013,0,0,1,100,25,2500,1,2,1,1,15,0,0,0,0,0,9999999,999999
2041357,2021,202101,901337,2021000837045,70.0,2021009013371,410236,1,1,69.0,1,42,1,1979,1,1,1,100,36,3600,2,1,1,6,65,1,10,2,6,40,92000,92000
2524380,2021,202101,1121622,2021001002757,79.0,2021011216221,180642,1,2,81.0,2,39,1,1982,1,1,1,100,42,4200,1,1,1,11,114,1,10,2,2,40,25000,25000
203974,2021,202101,99077,2021000107050,173.0,2021000990771,670406,1,1,173.0,2,63,2,1958,1,1,1,100,6,600,2,1,1,6,65,1,10,2,1,32,28560,10900
799461,2021,202101,343456,2021000974002,144.0,2021003434561,861512,1,1,143.0,2,40,6,1981,0,0,8,826,210,21060,2,1,1,6,65,1,10,2,6,20,8500,0
3006478,2021,202101,1332488,2021010103139,166.0,2021013324881,5115451,4,1,166.0,2,20,6,2001,0,0,8,845,13,1300,2,1,1,7,71,1,14,2,6,70,25000,25000
799534,2021,202101,343488,2021000974776,289.0,2021003434881,951012,1,3,205.0,2,6,6,2015,0,0,7,700,12,1200,2,1,1,1,11,0,0,0,0,0,9999999,999999
1698052,2021,202101,748791,2021000610578,66.0,2021007487911,100529,1,1,66.0,2,33,1,1988,1,1,1,100,29,2900,2,1,1,10,101,1,12,2,6,35,80000,80000
2980869,2021,202101,1320726,2021000721253,55.0,2021013207261,3500849,1,1,55.0,1,67,1,1954,1,1,1,100,49,4900,2,1,1,11,114,1,10,2,6,40,77000,77000
1401024,2021,202101,613270,2021001156126,13.0,2021006132701,10024,1,2,15.0,1,49,1,1972,1,1,1,100,24,2400,1,2,1,8,81,1,10,2,6,40,55000,55000
1472680,2021,202101,645951,2021001159706,231.0,2021006459511,30025,1,1,231.0,1,33,1,1988,1,1,8,826,110,11000,1,2,1,6,63,1,10,2,5,40,25000,25000
1132584,2021,202101,491475,2021000284818,54.0,2021004914751,350018,1,7,60.0,2,5,6,2016,0,0,1,100,18,1800,1,1,1,1,12,0,0,0,0,0,9999999,999999
3017182,2021,202101,1337983,2021000155731,30.0,2021013379831,5930851,1,2,28.0,2,62,1,1959,1,1,1,100,6,600,2,1,1,6,65,1,10,2,6,40,47000,47000
1307445,2021,202101,571205,2021000473649,172.0,2021005712051,210022,1,1,172.0,2,81,5,1940,1,1,1,100,22,2200,2,2,2,3,30,3,30,1,0,0,13300,0
2882767,2021,202101,1282013,2021000958977,49.0,2021012820131,530948,1,1,49.0,2,64,6,1957,0,0,1,100,48,4800,2,1,1,11,116,2,20,2,4,40,18000,18000
1950744,2021,202101,864065,2021000157145,99.0,2021008640651,401436,1,3,128.0,2,13,6,2008,0,0,4,400,36,3600,1,2,1,2,25,0,0,0,0,0,9999999,999999
1125810,2021,202101,488625,2021000139968,96.0,2021004886251,50018,1,1,95.0,1,64,1,1957,1,1,1,100,18,1800,2,2,1,6,63,3,30,1,4,36,22500,18000
2635946,2021,202101,1174107,2021000020248,36.0,2021011741071,300047,1,1,35.0,2,47,4,1974,1,1,1,100,17,1700,1,2,1,7,71,2,20,2,0,0,0,0
3145651,2021,202101,1393154,2021000989364,106.0,2021013931541,1160453,1,2,98.0,2,30,1,1991,1,1,6,610,521,52100,2,1,1,11,114,1,10,2,6,40,250000,250000
2150162,2021,202101,950201,2021000370031,72.0,2021009502011,310237,1,2,51.0,2,24,1,1997,1,1,1,100,47,4700,1,1,1,6,63,1,10,2,6,15,15000,15000
3219644,2021,202101,1426530,2021000751022,234.0,2021014265301,30055,1,2,192.0,2,46,1,1975,1,1,1,100,55,5500,2,1,1,10,101,1,10,2,6,40,54000,54000
2504633,2021,202101,1113063,2021000772554,27.0,2021011130631,20042,1,2,31.0,2,65,1,1956,1,1,1,100,42,4200,2,1,1,6,63,1,10,2,6,40,32000,32000
2945074,2021,202101,1306559,2021001312991,87.0,2021013065591,340048,1,2,93.0,1,20,6,2001,0,0,1,100,53,5300,2,1,1,7,71,1,10,2,6,15,10500,12000
1946963,2021,202101,862463,2021000127143,115.0,2021008624631,400636,1,1,115.0,2,39,1,1982,1,1,2,200,36,3600,2,1,1,11,114,1,10,2,6,40,98000,98000
2670473,2021,202101,1188946,2021000761341,354.0,2021011889461,250147,1,2,454.0,1,16,6,2005,0,0,2,200,47,4700,2,1,1,3,30,1,10,2,6,20,5000,5000
10313,2021,202101,6000,2021000234293,62.0,2021000060001,210001,1,1,63.0,2,61,1,1960,1,1,1,100,1,100,2,1,1,6,63,1,10,2,6,25,170140,169000
2216108,2021,202101,979001,2021001323407,144.0,2021009790011,350037,1,4,80.0,1,7,6,2014,0,0,1,100,37,3700,2,1,1,1,14,0,0,0,0,0,9999999,999999
271596,2021,202101,124377,2021000367465,65.0,2021001243771,190406,1,3,69.0,1,32,6,1989,0,0,1,100,41,4100,2,1,1,7,71,3,30,1,0,0,15000,0
1053898,2021,202101,456601,2021000688351,40.0,2021004566011,300917,1,1,40.0,2,44,1,1977,1,1,1,100,17,1700,2,1,1,8,81,1,10,2,6,40,80000,80000
928276,2021,202101,401749,2021000969283,207.0,2021004017491,70013,1,2,175.0,2,35,6,1986,0,0,9,904,200,20000,1,1,1,6,63,3,30,1,0,0,0,0
2711642,2021,202101,1212383,2021010124506,31.0,2021012123831,380248,4,1,31.0,2,18,6,2003,0,0,9,985,34,3400,2,1,1,6,65,3,30,1,6,16,20300,20300
2496976,2021,202101,1109761,2021000682834,262.0,2021011097611,50042,1,2,401.0,1,36,1,1985,1,1,1,100,42,4200,1,1,1,6,63,1,10,2,3,40,13000,13000
1277765,2021,202101,557009,2021000968398,125.0,2021005570091,280021,1,1,125.0,2,75,1,1946,1,1,1,100,17,1700,1,1,2,10,101,1,10,2,6,30,47500,24500
3229003,2021,202101,1430587,2021000977645,25.0,2021014305871,100055,1,1,25.0,2,34,1,1987,1,1,1,100,8,800,1,2,1,7,71,3,30,1,0,0,-1200,0
842635,2021,202101,362309,2021001290748,114.0,2021003623091,570712,1,3,100.0,2,14,6,2007,0,0,2,200,12,1200,1,2,1,2,26,0,0,0,0,0,9999999,999999
2952749,2021,202101,1309676,2021001358870,76.0,2021013096761,232148,1,1,76.0,2,25,6,1996,0,0,7,700,110,11000,2,1,1,10,101,1,10,2,6,40,45000,45000
2425340,2021,202101,1074930,2021001241909,59.0,2021010749301,50041,1,1,59.0,2,55,5,1966,1,1,1,100,6,600,2,1,1,11,114,1,12,2,6,40,48000,48000
1702590,2021,202101,750776,2021000724335,130.0,2021007507761,180129,1,1,130.0,2,44,1,1977,1,1,2,200,29,2900,1,1,1,6,61,2,20,2,1,24,3600,3600
2916390,2021,202101,1295162,2021001150235,145.0,2021012951621,250948,1,3,152.0,1,11,6,2010,0,0,1,100,48,4800,2,1,1,1,17,0,0,0,0,0,9999999,999999
957493,2021,202101,414136,2021000016959,55.0,2021004141361,30515,1,2,51.0,2,33,1,1988,1,1,6,682,15,1500,2,1,1,7,71,1,10,2,6,40,55000,55000
708375,2021,202101,303879,2021000315036,45.0,2021003038791,10112,1,1,45.0,1,30,1,1991,1,1,1,100,28,2800,2,1,1,11,114,1,10,2,6,45,32000,25000
1374373,2021,202101,602479,2021000523720,130.0,2021006024791,110524,1,3,135.0,2,7,6,2014,0,0,2,200,24,2400,2,1,1,1,14,0,0,0,0,0,9999999,999999
259774,2021,202101,119956,2021000322273,66.0,2021001199561,371106,1,1,66.0,2,70,4,1951,1,1,2,200,22,2200,1,1,2,6,63,3,30,1,0,0,48500,0
746898,2021,202101,320609,2021000590293,44.0,2021003206091,970112,1,3,82.0,2,17,6,2004,0,0,7,700,12,1200,1,2,1,5,50,3,30,1,0,0,0,0
2944145,2021,202101,1306207,2021001308435,45.0,2021013062071,140048,1,3,106.0,2,2,6,2019,0,0,1,100,48,4800,1,2,1,0,1,0,0,0,0,0,9999999,999999
3092666,2021,202101,1370797,2021010110234,5.0,2021013707971,1020053,4,1,5.0,2,13,6,2008,0,0,2,200,53,5300,1,2,1,2,23,0,0,0,0,0,9999999,999999
2192996,2021,202101,968895,2021000988620,14.0,2021009688951,40037,1,1,14.0,1,54,5,1967,1,1,2,200,37,3700,2,1,1,6,63,1,10,2,1,22,990,990
3003800,2021,202101,1329810,2021010013300,48.0,2021013298101,5101051,3,1,48.0,1,32,6,1989,0,0,2,200,51,5100,1,1,1,6,64,3,30,1,0,0,0,0
1144357,2021,202101,496462,2021000547751,73.0,2021004964621,10218,1,1,73.0,2,73,4,1948,1,1,1,100,18,1800,1,1,2,6,63,1,10,2,6,40,71700,52000
2726111,2021,202101,1220005,2021000065826,153.0,2021012200051,591548,1,1,153.0,1,36,6,1985,0,0,1,100,48,4800,2,1,1,10,101,1,10,2,6,40,100000,100000
1674953,2021,202101,738888,2021000058196,47.0,2021007388881,10029,1,1,46.0,1,86,1,1935,1,1,1,100,29,2900,2,1,2,4,40,3,30,1,0,0,29500,0
619159,2021,202101,259375,2021000555155,206.0,2021002593751,110009,1,1,206.0,2,54,4,1967,1,1,1,100,9,900,2,1,1,7,71,1,10,2,6,40,82000,82000
535655,2021,202101,222057,2021001378571,59.0,2021002220571,372906,1,1,59.0,1,61,1,1960,1,1,1,100,6,600,2,1,1,11,115,1,10,2,6,8,11000,9000
1757844,2021,202101,775300,2021001122661,27.0,2021007753001,10031,1,2,27.0,1,33,1,1988,1,1,1,100,31,3100,2,1,1,7,71,1,14,2,6,40,55000,55000
2889314,2021,202101,1284542,2021000995628,60.0,2021012845421,190448,1,6,76.0,1,80,2,1941,1,1,6,669,521,52100,2,1,2,11,114,3,30,1,0,0,0,0
192528,2021,202101,94823,2021000063176,65.0,2021000948231,730906,1,5,107.0,1,10,6,2011,0,0,1,100,6,600,2,1,1,1,17,0,0,0,0,0,9999999,999999
3115152,2021,202101,1380618,2021000414836,106.0,2021013806181,1170453,1,1,106.0,1,74,1,1947,1,1,1,100,34,3400,2,1,2,7,71,3,30,1,1,30,77700,1200
1255971,2021,202101,547735,2021000258569,108.0,2021005477351,120021,1,1,109.0,2,70,1,1951,1,1,1,100,21,2100,2,1,2,6,65,1,10,2,6,9,53000,25000
1019010,2021,202101,441942,2021000280141,63.0,2021004419421,310717,1,3,52.0,1,16,6,2005,0,0,1,100,17,1700,2,1,1,4,40,3,30,1,6,25,6000,6000
58861,2021,202101,28805,2021010123582,40.0,2021000288051,20404,3,1,40.0,2,58,5,1963,1,1,1,100,53,5300,1,2,2,5,50,3,30,1,0,0,1800,0
2389465,2021,202101,1059583,2021010140895,142.0,2021010595831,130541,4,1,142.0,1,18,6,2003,0,0,1,100,41,4100,2,1,1,5,50,3,30,1,0,0,0,0
978723,2021,202101,422218,2021000536587,25.0,2021004222181,10016,1,3,32.0,1,18,6,2003,0,0,8,812,29,2900,2,2,1,5,50,1,10,2,1,2,60,60
2576235,2021,202101,1146018,2021000065664,57.0,2021011460181,30245,1,1,58.0,2,66,4,1955,1,1,1,100,45,4500,1,1,2,6,64,3,30,1,0,0,9400,0
213273,2021,202101,102574,2021000142720,92.0,2021001025741,190206,1,1,92.0,1,44,1,1977,1,1,1,100,8,800,2,1,1,7,71,1,10,2,6,50,121000,121000
2221535,2021,202101,981374,2021001402771,62.0,2021009813741,120537,1,4,71.0,2,5,6,2016,0,0,1,100,37,3700,2,1,1,0,2,0,0,0,0,0,9999999,999999
3198206,2021,202101,1417359,2021000225104,105.0,2021014173591,4010155,1,2,123.0,1,41,1,1980,1,1,1,100,17,1700,2,1,1,10,101,1,10,2,6,55,78000,78000
1376816,2021,202101,603462,2021000580656,53.0,2021006034621,90124,1,1,53.0,1,76,1,1945,1,1,1,100,24,2400,2,1,2,10,101,1,10,2,6,30,111900,0
184969,2021,202101,92046,2021000033918,80.0,2021000920461,590406,1,3,78.0,1,15,6,2006,0,0,4,400,500,50000,2,1,1,2,26,0,0,0,0,0,0,999999
1855012,2021,202101,817477,2021000729521,60.0,2021008174771,110434,1,2,59.0,2,67,1,1954,1,1,1,100,34,3400,2,1,2,6,63,1,10,2,6,25,25300,15000
2544868,2021,202101,1130447,2021001237994,251.0,2021011304471,180342,1,1,250.0,1,50,3,1971,1,1,7,700,34,3400,1,2,1,6,63,3,30,1,0,0,8400,0
647008,2021,202101,271551,2021001062540,97.0,2021002715511,30010,1,1,97.0,1,66,5,1955,1,1,1,100,10,1000,1,1,2,7,71,3,30,1,0,0,46800,0
116505,2021,202101,53014,2021001166185,181.0,2021000530141,10004,1,1,180.0,1,61,1,1960,1,1,8,826,6,600,2,1,1,6,63,1,10,2,6,65,95000,95000
2783456,2021,202101,1242681,2021000394158,696.0,2021012426811,530948,1,3,998.0,1,17,6,2004,0,0,8,826,48,4800,1,1,1,5,50,3,30,1,0,0,0,0
